# File: gdp_iam_compact.csv
# Title: GCAM iam compact GDP
# Units: 2017 GDP|PPP international dollars
# Source: hamonization exercise for iam compact project (2023)
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
iso,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
MNE,7525726285,7603498699,7755613810,7943004180,8291151116,8640794984,9388487910,10030161680,10748842146,10120496544,10392080262,10729826640,10445979483,10806258222,11006091582,11371922748,11705437904,12255551498,12882013726,13409714794,11351620422,12844665736,13657938200,14085930802,14522491963,14948550449,15411806592,15863955744,16355538750,16698254434.4916,17030205346.2664,17400768661.6947,17775723716.4851,18143740053.1195,18497677667.3617,18853054136.1188,19200871392.0049,19539858890.5641,19870299621.657,20198248677.5288,20527963599.123,20839136411.4715,21148322721.6404,21454964045.4397,21764897323.068,22065004935.967,22375233879.9424,22672672638.8749,22963836046.5613,23244491319.6155,23516474009.1829,23848852943.432,24169077652.0513,24479510854.2722,24775453197.0631,25071122918.3891,25428578425.2132,25786760957.8532,26121198275.0987,26454157729.8369,26793625651.8685,27139717260.7304,27492313406.8429,27838640994.433,28209708600.5006,28591805866.9802,28930584187.8582,29256985355.6788,29552710221.2668,29862817552.9604,30165405234.4735,30437408115.8846,30726677441.1807,31022965249.4594,31318921463.5102,31629772120.0292,31919424932.7488,32200764053.2308,32479635855.6322,32777853561.4269,33098396097.5964,33443486393.263,33783711783.2028,34085993652.7853,34364261080.2142,34632246716.0778,34910794624.1823,35247808163.3983,35564492444.611,35878591165.0373,36187003041.2885,36490742099.0434,36780389662.2059,37078802999.4731,37393555368.7019,37716220681.0995,38034706730.6931,38365666610.5234,38710785452.1861,39065841061.0596,39427122431.1679
MNG,11057560695,11569092096,12182109048,13076100390,14310556858,15239686755,16482593106,17924643540,19329774348,18927513388,20313980192,23828980796,26763877728,29876087810,32235479976,33014290320,33504397680,35393386000,38127709040,40271308707,38439522984,39064059760,40951026157,42799300568,45159100116,47862499100,50493325499,53021085959,55665271788,59330901888.2048,63063830115.2417,67366717512.8906,71633607882.2306,75894508335.3909,80145673255.7992,84342243782.1299,89110093746.2341,93913692658.9758,98610330693.9422,103260355978.619,107846735584.475,112854581203.836,117800439419.102,122721440829.482,127606404580.215,132509500220.521,137510828461.845,142564489268.706,147603594788.099,152676237744.102,157786519465.983,162895964265.668,168064511721.46,173314202336.28,178581552937.048,183950936494.841,189697165210.844,195496205404.976,201335954669.94,207205444285.771,212959604525.385,219430991137.914,225852761986.894,232320612981.316,238697672320.579,244943644810.936,251113529956.428,257383027099.223,263876304944.16,270799903943.401,277518682450.383,283623541224.977,289786807553.314,296058271077.309,302283423381.28,308465344734.995,314215413704.052,320057245291.444,325986866524.958,331965087936.223,337959436165.126,344993396326.87,351835769867.697,358260072674.68,364205597497.294,369900933691.879,375731593707.416,381368315710.228,386623183658.346,391560735625.855,396318928617.524,401213050841.57,406258343823.77,411405490525.388,416566167125.553,421874257280.041,427085450389.459,432452470035.844,437945998813.861,443643652838.001,449511294071.65
MOZ,11170993824,12521229078,13684397560,14625699283,15783967386,16832644430,18464288200,19891371035,21347670391,22696340085,24172258656,25965261676,27849692738,29788942766,31992348882,34143580746,35449353060,36775575340,38042142480,38923052338,38455693472,39350972982,40984116810,43032648264,46579908808,48948818250,51410642692,59402765834,68014384200,72859771301.9123,77751844442.5329,83806726570.8008,90003718996.2438,96354259992.8532,102851346665.147,109489971083.189,118046570712.587,126793170155.186,135715025695.784,144818021195.43,154099643056.082,166198101065.548,178535325653.058,191101069424.331,203881839499.691,216872719103.216,233652669087.587,250749714370.962,268117224034.217,285735661971.802,303640637537.462,326560475019.895,349833268266.085,373511439382.051,397506391320.273,421805669417.363,452718699048.448,484031082326.967,515778502216.594,547961512279.586,580492685994.791,621210780909.539,662445832211.247,704265708255.164,746453531340.288,789041910451.987,841544254404.688,894676988217.049,948497273330.356,1002905526624.66,1057800845524.09,1124494783117.87,1192030054412.71,1259987811610.11,1328470239848.33,1397498506053.12,1481196912522.58,1565735340804.93,1651141284371.1,1737099564041.21,1823641675312.11,1926362599619.91,2029989232444.51,2134249359842.96,2239155517631.12,2344602222361.3,2466525147097.88,2589039717600.51,2712489279966,2836737121970.29,2961835238883.49,3105330614372.56,3249454738987.1,3394067207245.36,3539319459743.13,3685041966874.33,3851527260072.58,4018747490673.51,4186885614763.12,4355753422913.21,4525156052430.06
MRT,11241630480,11149165760,11303370400,12087923606,12662053255,13743399043,16263877834,15942755532,15889449195,15905601992,16324472430,17002507488,17767248202,18500310333,19291120107,20330737988,20589427166,21874922734,22922831610,24163507088,23937234607,24524723920,25740670494,26876393580,28245330421,30064679166,31258896396,32862263595,34185817008,36188914431.5659,38228295386.9141,40799737047.4031,43418131720.5616,46081186506.4563,48796306050.2968,51553526736.059,55020725052.5602,58560439686.5203,62172209861.0861,65853634689.4387,69600447055.3581,74269902101.723,79030095822.0274,83887034925.854,88828890813.9771,93851505855.5415,100001378767.489,106259438997.054,112636525484.115,119119651516.572,125718344605.006,133666938545.629,141753880547.048,149950279965.354,158251698162.445,166641053928.702,176612829884.011,186722926463.799,196974809524.127,207356960071.881,217857384798.998,230074482838.699,242452769956.707,254978515217.419,267642220565.628,280470874663.425,295032433922.643,309793289074.825,324703779701.381,339791804910.076,355010317008.735,372099030108.415,389382937761.182,406829094503.43,424444509437.784,442162628030.719,462046085138.063,482123295566.696,502397221578.94,522811666978.515,543332835769.273,566086487550.911,589026322365.273,612132084383.054,635374800742.819,658766817840.038,683997185597.869,709431158640.747,735049462296.379,761451761712.312,788033122303.444,816503550555.002,845169250701.609,874038449543.59,903112191317.248,932358318125.378,963214099556.316,994472585522.517,1025909295607.22,1057436432964.26,1089241422319.57
MUS,14654933465,15120732588,15375260160,16285228540,16990545891,17233820768,18015486840,19052859160,20071286900,20731549580,21639531250,22521831116,23318933680,24106924084,25018463197,25948898298,26958885248,28018297780,29140058784,29962786205,25597956630,26496636656,28699008228,30023642550,31232968793,32360591562,33464198586,34571974476,35716421507,36703802022.5532,37674615177.1146,38592788487.4132,39489659586.4312,40379858462.7889,41243315387.6806,42079302926.1717,43023809942.6779,43948381459.1185,44842669388.1463,45714149118.48,46576400781.0139,47411086349.8148,48256876353.7902,49121655363.1596,50006546058.0776,50896378342.3022,51839757681.4439,52782584247.8823,53711546130.7949,54603968031.9278,55455247841.6836,56431794244.5104,57363313961.7603,58248602424.1851,59091169502.8893,59901790712.9069,60622120705.2524,61343589937.1659,62082052946.5555,62836813255.3161,63596697282.6106,64505315895.08,65393036562.2177,66253229257.9274,67056297105.0854,67800633053.4093,68564406981.3136,69305731869.8053,69976480740.4824,70647704407.4101,71331683671.3502,72067898145.2872,72782048253.0638,73518618598.5305,74303677687.2742,74956499027.3486,75670017400.3246,76387190603.1165,77053330416.6963,77734238335.0354,78389950881.4917,79004064605.3947,79691942358.7109,80393875562.5258,81140994281.7233,81947939505.8874,82744112033.2721,83535653218.8513,84314556189.3013,85191156097.5236,86049877033.9145,87049378235.0865,88002628490.8566,88897433607.3356,89807230195.1201,90717717307.6437,91674998646.5658,92616092749.9115,93560388353.7584,94498543916.3477,95414991313.9278
MWI,12449022140,11941630326,12152054208,12845221698,13542233595,13984167374,14642425455,16046999235,17273335846,18712406510,19998846378,20968870102,21364835184,22475811830,23757196536,24458054283,25012453872,26013483140,27155817000,28635367086,28896247232,30215657394,30458138869,31188756529,32187351096,33409832346,34846688250,36415069171,38089691292,40648489628.7692,43211672783.4404,46515335499.2097,49807820656.7109,53111417323.9832,56430594099.3608,59771750357.0236,64322401728.9356,68879278423.1054,73452418259.0249,78051121470.4369,82666977074.5359,88984274563.4821,95311245515.9809,101637086760.889,107972380454.755,114311552888.872,123024643690.676,131689948322.876,140343184245.775,148942146859.944,157504629200.095,169196771799.406,180831186088.522,192391092343.41,203861944356.369,215219182764.132,230560957876.222,245769085358.464,260896762283.545,275896536192.091,290804873656.897,310839294566.241,330761204898.576,350614482159.917,370319648926.306,389892611098.445,415843079379.956,441608934445.282,467213575944.968,492680019103.898,517943061520.541,550417589542.464,582635061952.335,614588673272.155,646306442288.384,677678060440.1,717321418902.791,756639973562.522,795515804945.272,833899057733.587,871722427755.253,919252839466.591,966437763004.396,1013201695837.3,1059659722363.93,1105732142714.53,1162247846915.28,1218443188567.15,1274169457733.36,1329378554009.34,1384269637810.69,1450425923442.06,1516282289819.46,1581553866555.24,1646343451507.42,1710515697357.84,1786485358147.18,1861896128433.38,1936664766065.67,2010887794293.09,2084405079784.56
MYS,370383520725,372292864284,392368604721,415083344040,443235586200,465294274379,491285414256,522222013500,547456653600,539169204830,579765936904,610447280938,643860984000,674088540580,714583290463,750348850654,783753133538,829307444612,869453040834,907832321604,857588755464,884107398060,960984735504,1004033080484,1049494515212,1095277791925,1143455143085,1188078619413,1234757511901,1280147332273.13,1325534028378.11,1377291462885.7,1428273084054.79,1478552547567.35,1528033837536.67,1576627034767.14,1631709105247.13,1686308126894.81,1740365417903.61,1793787786161.3,1846481561579.92,1901382588953.98,1955525192991.35,2008889995324.08,2061399012981.89,2113017319506.75,2168539919057.84,2223281459276.24,2277001841489.09,2329620511672.51,2380953494692.2,2439281451761.36,2496204873797.89,2551642330581.89,2605414024280.55,2657355715037.6,2715186315850.51,2770926274513.08,2824477512558.96,2876095968971.38,2925999438272.1,2979316485630.98,3031610776566.02,3082667084552.63,3132609807982.88,3181587376771.22,3234454440714.34,3287053712120.71,3339253865563.91,3390503256691.15,3441117853146.3,3498975000019.05,3557566075342.93,3616243580898.58,3674236344048.78,3731462608073.45,3792640227724.25,3853819945599.55,3915447094879.1,3977772568548,4039829328226.97,4099934609821.64,4159847326046.6,4220283643893.53,4282045886466.96,4345063817841.53,4409305178848.79,4471340683852.08,4532623150905.51,4592687092978.4,4650972705255.3,4710939378684.44,4771604781909.31,4832762922067.34,4894520117245.38,4957401691711.09,5021443999467.59,5085673708091.03,5150330254225.72,5215518976059.62,5280804985607.21
NAM,12896042784,13205411760,14086633740,14576686514,15543943602,16269270961,16911424632,17530683698,17996015488,18046115360,19137708345,20109461016,21123792720,22313516472,23675020938,24686469212,24687614952,24440700565,24700774614,24490511319,22517337688,23117958300,24010236278,24673765696,25312752168,25973013696,26648481320,27332499652,28033086915,29412549738.9184,30817144604.2553,32410305393.3513,34030158569.0581,35668448510.1181,37326387137.5684,38999842629.6487,40871633158.19,42760471199.7794,44649576675.6926,46548039532.3861,48454936733.4133,50582357420.2923,52719504008.473,54873611296.3845,57033462204.1092,59209367871.0033,61618977262.8667,64042276126.9596,66487986495.9457,68953682358.8674,71434693352.7649,74173352722.8391,76930349281.3197,79720246749.7594,82529468177.1232,85363288815.5325,88477519382.6994,91613378415.4643,94790683097.4375,97977976162.4482,101171087325.737,104658099347.365,108165072020.292,111674640888.707,115187215938.284,118693909461.073,122470875718.317,126277689172.764,130113965509.983,133991145393.145,137909676574.287,142072885278.296,146294539324.627,150534283563.083,154795102863.745,159051665913.15,163575450364.825,168152572036.055,172786945384.206,177463113211.862,182140067948.212,187027136132.828,191915928848.419,196810749820.045,201681780138.844,206553251153.063,211426213098.921,216286154896.453,221152464064.474,226016233927.103,230887789002.772,235893819859.525,240894663627.343,245932403624.188,250980624369.904,256064996420.796,261387081463.198,266740580000.227,272151753859.992,277587823229.166,283072281028.005
NER,10567883240,11335296624,11893368540,12153058464,12197059854,13091138112,13868291008,14303821455,15410403452,15712659639,17061034032,17463273135,19303713485,20328808968,21679574280,22632623036,23931777075,25128008052,26889519375,28541359003,29554640991,29967963570,33297895376,35336476422,39932090640,42613697206,45235564272,47959861950,50836401218,54307803632.0846,57869534688.8582,62582185553.2963,67418828361.8176,72383465942.6778,77480628438.1128,82715847601.6841,89867076206.9856,97171428673.9025,104646198998.456,112295878040.607,120145710310.132,130894614386.489,141855654042.472,153052642617.801,164498361993.965,176210265885.405,192267509048.809,208612984622.315,225273818305.906,242226679791.855,259513943272.117,283238724418.307,307321315009.614,331778672975.458,356650779946.435,381881584912.643,416261665113.965,451164042377.013,486516283868.578,522338183327.153,558583153799.264,607862632234.452,657676815549.13,708145077232.582,759186400153.811,810807152894.929,880559789854.038,951018865309.744,1022257122046.54,1094228282818.68,1166875699486.53,1262287708306.34,1358685107962.43,1456020783069.98,1553909453389.15,1652613360592.65,1778236317921.05,1905111924623.4,2032925690810.66,2161588736971.77,2291461844904.81,2454054753083.86,2617835786679.39,2782324791847.31,2947706439289.23,3113886610570.65,3319025879739.17,3525391471425.96,3732809992599.9,3941298866902.79,4150332088344.23,4405318815788.97,4661086454806.72,4917692562844.73,5174976390298.79,5433284881758.7,5741573248292.88,6051221753066.56,6362061054056.04,6673743510677.82,6985739546029.21
NGA,339104782128,361712410158,414538207720,453930168846,501329611720,536465073245,572547636166,614447123760,658682848830,713704975600,794060245747,832869190335,868509831744,915360938856,973117543115,998931429408,982780004000,990700156899,1009748944500,1032048411396,1013531011680,1050496386012,1084655091015,1119706407562,1153395264551,1187620666056,1223133089877,1259524863450,1297144017810,1376539477747.1,1456659395212.92,1555417714005.48,1655017652113.65,1755443162631.56,1856755591969.87,1959049737794,2089852492278.58,2221631011852.87,2354068129207,2487520834067.72,2622241028743.84,2794023260329.08,2966661798465.21,3140213697996.14,3314526942052.43,3489908370348.32,3713936401510.5,3938526788418.36,4163185853735.02,4388001252449.93,4612890714957.38,4898954960814.92,5184332735669.93,5469325186185.49,5754170117868.74,6038020977379.31,6395748017813.01,6752610563902.63,7107415071867.82,7460915481763.36,7813406202003.62,8248400794117.14,8681038326910.76,9111341346861.75,9538930110925.02,9962793731533.04,10494341279415.9,11021180566363.6,11543571176810.8,12060637292495,12572997993493.5,13196747056819.6,13816673948883.4,14431994866736.4,15041537679214.3,15643586050585.1,16354826599369.1,17061501994861.5,17763522415522,18455758644902.9,19140782627934.8,19936034246421.5,20721693350861.2,21500548385213.8,22268511194704.9,23025498587310.7,23895870167995.8,24755226275200.3,25608223831582.7,26451104523686.8,27283951442590.3,28224640704164,29154906535149.7,30072894295835.3,30977809296489,31870941623904.4,32869588808051.9,33856613236117.4,34831895691106.3,35792971674140.8,36741967272788.2
